,kics,dnus
12096,KIC10018967,-inf
12097,KIC10018973,-inf
12098,KIC10019007,-inf
12099,KIC10019136,-inf
12100,KIC10019661,-inf
12101,KIC10019961,-inf
12102,KIC10023322,-inf
12103,KIC10023439,-inf
12104,KIC10023520,-inf
12105,KIC10023547,-inf
12106,KIC10023806,-inf
12107,KIC10023911,-inf
12108,KIC10024405,-inf
12109,KIC10024454,-inf
12110,KIC10024460,-inf
12111,KIC10024484,-inf
12112,KIC10024766,-inf
12113,KIC10024786,-inf
12114,KIC10024883,-inf
12115,KIC10024931,-inf
12116,KIC10025167,-inf
12117,KIC10025321,-inf
12118,KIC10025387,-inf
12119,KIC10025720,-inf
12120,KIC10026767,-inf
12121,KIC10026795,-inf
12122,KIC10027098,-inf
12123,KIC10027190,-inf
12124,KIC10027385,-inf
12125,KIC10027559,-inf
12126,KIC10027735,-inf
12127,KIC10028221,-inf
12128,KIC10028634,-inf
12129,KIC10029716,-inf
12130,KIC10029763,-inf
12131,KIC10029821,-inf
12132,KIC10029899,-inf
12133,KIC10030451,-inf
12134,KIC10030646,-inf
12135,KIC10030807,-inf
12136,KIC10030919,-inf
12137,KIC10031091,-inf
12138,KIC10031345,-inf
12139,KIC10031427,-inf
12140,KIC10031856,-inf
12141,KIC10032715,-inf
12142,KIC10033081,-inf
12143,KIC10033231,-inf
12144,KIC10034505,-inf
12145,KIC10034623,-inf
12146,KIC10034889,-inf
12147,KIC10053224,-inf
12148,KIC10053392,-inf
12149,KIC10053414,-inf
12150,KIC10053594,-inf
12151,KIC10054362,-inf
12152,KIC10054831,-inf
12153,KIC10055061,-inf
12154,KIC10055196,-inf
12155,KIC10055660,-inf
12156,KIC10055674,-inf
12157,KIC10055700,-inf
12158,KIC10056474,-inf
12159,KIC10057095,-inf
12160,KIC10057222,-inf
12161,KIC10057359,-inf
12162,KIC10057435,-inf
12163,KIC10057445,-inf
12164,KIC10057632,-inf
12165,KIC10057670,-inf
12166,KIC10058649,-inf
12167,KIC10059338,-inf
12168,KIC10062594,-inf
12169,KIC10062643,-inf
12170,KIC10062704,-inf
12171,KIC10062753,-inf
12172,KIC10063028,-inf
12173,KIC10063071,-inf
12174,KIC10063169,-inf
12175,KIC10063214,-inf
12176,KIC10064560,-inf
12177,KIC10064712,-inf
12178,KIC10065049,-inf
12179,KIC10065293,-inf
12180,KIC10065717,-inf
12181,KIC10065848,-inf
12182,KIC10065852,-inf
12183,KIC10066053,-inf
12184,KIC10066275,-inf
12185,KIC10066568,-inf
12186,KIC10067242,-inf
12187,KIC10067407,-inf
12188,KIC10067983,-inf
12189,KIC10068004,-inf
12190,KIC10068014,-inf
12191,KIC10068280,-inf
12192,KIC10068490,-inf
12193,KIC10068556,-inf
12194,KIC10068801,-inf
12195,KIC10068810,-inf
12196,KIC10068892,-inf
12197,KIC10069045,-inf
12198,KIC10069277,-inf
12199,KIC10069498,-inf
12200,KIC10069570,-inf
12201,KIC10069788,-inf
12202,KIC10070717,-inf
12203,KIC10071079,-inf
12204,KIC10071151,-inf
12205,KIC10071179,-inf
12206,KIC10071249,-inf
12207,KIC10073828,-inf
12208,KIC10073905,-inf
12209,KIC10074230,-inf
12210,KIC10075553,-inf
12211,KIC10078979,-inf
12212,KIC10079263,-inf
12213,KIC10079863,-inf
12214,KIC10079987,-inf
12215,KIC10080974,-inf
12216,KIC10081016,-inf
12217,KIC10081050,-inf
12218,KIC10081137,-inf
12219,KIC10081476,-inf
12220,KIC10081598,-inf
12221,KIC10081951,-inf
12222,KIC10082360,-inf
12223,KIC10082581,-inf
12224,KIC10082602,-inf
12225,KIC10082680,-inf
12226,KIC10082909,-inf
12227,KIC10082936,-inf
12228,KIC10082955,-inf
12229,KIC10083224,-inf
12230,KIC10083313,-inf
12231,KIC10083480,-inf
12232,KIC10083666,-inf
12233,KIC10083815,-inf
12234,KIC10083995,-inf
12235,KIC10086465,-inf
12236,KIC10086803,-inf
12237,KIC10087268,-inf
12238,KIC10087271,-inf
12239,KIC10087394,-inf
12240,KIC10087432,-inf
12241,KIC10087522,-inf
12242,KIC10087579,-inf
12243,KIC10088276,-inf
12244,KIC10088768,-inf
12245,KIC10088999,-inf
12246,KIC10089702,-inf
12247,KIC10089758,-inf
12248,KIC10090039,-inf
12249,KIC10090232,-inf
12250,KIC10090400,-inf
12251,KIC10090568,-inf
12252,KIC10090700,-inf
12253,KIC10090853,-inf
12254,KIC10090916,-inf
12255,KIC10091729,-inf
12256,KIC10092103,-inf
12257,KIC10092567,-inf
12258,KIC10092657,-inf
12259,KIC10093888,-inf
12260,KIC10093930,-inf
12261,KIC10094183,-inf
12262,KIC10094545,-inf
12263,KIC10094550,-inf
12264,KIC10095141,-inf
12265,KIC10095244,-inf
12266,KIC10095409,-inf
12267,KIC10095427,-inf
12268,KIC10095438,-inf
12269,KIC10096113,-inf
12270,KIC10096476,-inf
12271,KIC10097120,-inf
12272,KIC10097375,-inf
12273,KIC10098590,-inf
12274,KIC10098804,-inf
12275,KIC10118384,-inf
12276,KIC10118422,-inf
12277,KIC10118658,-inf
12278,KIC10118929,-inf
12279,KIC10118979,-inf
12280,KIC10119692,-inf
12281,KIC10120503,-inf
12282,KIC10120607,-inf
12283,KIC10120707,-inf
12284,KIC10120721,-inf
12285,KIC10121190,-inf
12286,KIC10122158,-inf
12287,KIC10122250,-inf
12288,KIC10123207,-inf
12289,KIC10123348,-inf
12290,KIC10123573,-inf
12291,KIC10123707,-inf
12292,KIC10123890,-inf
12293,KIC10124024,-inf
12294,KIC10124179,-inf
12295,KIC10124206,-inf
12296,KIC10124436,-inf
12297,KIC10127712,-inf
12298,KIC10127758,-inf
12299,KIC10128182,-inf
12300,KIC10128250,-inf
12301,KIC10128629,-inf
12302,KIC10129093,-inf
12303,KIC10130148,-inf
12304,KIC10130674,-inf
12305,KIC10130679,-inf
12306,KIC10131030,-inf
12307,KIC10131438,-inf
12308,KIC10131515,-inf
12309,KIC10132247,-inf
12310,KIC10132358,-inf
12311,KIC10132592,-inf
12312,KIC10132814,-inf
12313,KIC10132974,-inf
12314,KIC10133033,-inf
12315,KIC10133475,-inf
12316,KIC10134267,-inf
12317,KIC10134484,-inf
12318,KIC10134740,-inf
12319,KIC10134795,-inf
12320,KIC10135035,-inf
12321,KIC10135092,-inf
12322,KIC10135555,-inf
12323,KIC10136100,-inf
12324,KIC10136256,-inf
12325,KIC10136291,-inf
12326,KIC10136293,-inf
12327,KIC10136388,-inf
12328,KIC10136807,-inf
12329,KIC10136905,-inf
12330,KIC10136923,-inf
12331,KIC10139552,-inf
12332,KIC10139791,-inf
12333,KIC10140238,-inf
12334,KIC10140432,-inf
12335,KIC10141036,-inf
12336,KIC10145279,-inf
12337,KIC10145736,-inf
12338,KIC10145852,-inf
12339,KIC10146010,-inf
12340,KIC10146025,-inf
12341,KIC10146110,-inf
12342,KIC10146311,-inf
12343,KIC10146348,-inf
12344,KIC10146382,-inf
12345,KIC10146628,-inf
12346,KIC10146729,-inf
12347,KIC10146803,-inf
12348,KIC10147030,-inf
12349,KIC10147072,-inf
12350,KIC10147167,-inf
12351,KIC10148026,-inf
12352,KIC10148118,-inf
12353,KIC10148490,-inf
12354,KIC10148531,-inf
12355,KIC10148629,-inf
12356,KIC10148658,-inf
12357,KIC10149173,-inf
12358,KIC10149324,-inf
12359,KIC10149906,-inf
12360,KIC10149993,-inf
12361,KIC10152909,-inf
12362,KIC10153101,-inf
12363,KIC10153120,-inf
12364,KIC10153161,-inf
12365,KIC10153182,-inf
12366,KIC10153739,-inf
12367,KIC10153785,-inf
12368,KIC10154040,-inf
12369,KIC10154071,-inf
12370,KIC10154247,-inf
12371,KIC10154453,-inf
12372,KIC10155116,-inf
12373,KIC10155232,-inf
12374,KIC10155286,-inf
12375,KIC10155387,-inf
12376,KIC10155607,-inf
12377,KIC10155731,-inf
12378,KIC10155787,-inf
12379,KIC10156307,-inf
12380,KIC10156534,-inf
12381,KIC10156573,-inf
12382,KIC10156576,-inf
12383,KIC10156591,-inf
12384,KIC10156597,-inf
12385,KIC10156695,-inf
12386,KIC10157282,-inf
12387,KIC10157507,-inf
12388,KIC10157553,-inf
12389,KIC10157808,-inf
12390,KIC10157936,-inf
12391,KIC10158201,-inf
12392,KIC10158548,-inf
12393,KIC10158593,-inf
12394,KIC10158595,-inf
12395,KIC10159217,-inf
12396,KIC10160285,-inf
12397,KIC10160940,-inf
12398,KIC10161092,-inf
12399,KIC10161943,-inf
12400,KIC10162765,-inf
12401,KIC10162795,-inf
12402,KIC10162869,-inf
12403,KIC10163776,-inf
12404,KIC10164508,-inf
12405,KIC10165452,-inf
12406,KIC10165693,-inf
12407,KIC10185703,-inf
12408,KIC10186053,-inf
12409,KIC10186075,-inf
12410,KIC10186190,-inf
12411,KIC10186474,-inf
12412,KIC10186510,-inf
12413,KIC10186606,-inf
12414,KIC10186608,-inf
12415,KIC10187858,-inf
12416,KIC10188141,-inf
12417,KIC10188458,-inf
12418,KIC10188953,-inf
12419,KIC10188964,-inf
12420,KIC10189920,-inf
12421,KIC10190733,-inf
12422,KIC10190841,-inf
12423,KIC10192458,-inf
12424,KIC10192691,-inf
12425,KIC10195741,-inf
12426,KIC10196240,-inf
12427,KIC10196630,-inf
12428,KIC10196797,-inf
12429,KIC10197619,-inf
12430,KIC10197939,-inf
12431,KIC10198207,-inf
12432,KIC10198347,-inf
12433,KIC10198496,-inf
12434,KIC10198761,-inf
12435,KIC10198947,-inf
12436,KIC10199187,-inf
12437,KIC10199289,-inf
12438,KIC10199406,-inf
12439,KIC10199650,-inf
12440,KIC10199984,-inf
12441,KIC10200093,-inf
12442,KIC10200377,-inf
12443,KIC10200627,-inf
12444,KIC10200728,-inf
12445,KIC10200729,-inf
12446,KIC10200831,-inf
12447,KIC10200886,-inf
12448,KIC10200892,-inf
12449,KIC10201944,-inf
12450,KIC10202066,-inf
12451,KIC10202184,-inf
12452,KIC10202324,-inf
12453,KIC10202990,-inf
12454,KIC10203168,-inf
12455,KIC10203210,-inf
12456,KIC10203751,-inf
12457,KIC10206307,-inf
12458,KIC10206457,-inf
12459,KIC10206622,-inf
12460,KIC10206840,-inf
12461,KIC10206851,-inf
12462,KIC10206860,-inf
12463,KIC10206944,-inf
12464,KIC10207059,-inf
12465,KIC10207078,-inf
12466,KIC10207268,-inf
12467,KIC10207321,-inf
12468,KIC10207427,-inf
12469,KIC10207524,-inf
12470,KIC10207623,-inf
12471,KIC10208149,-inf
12472,KIC10208330,-inf
12473,KIC10208894,-inf
12474,KIC10212620,-inf
12475,KIC10212725,-inf
12476,KIC10212834,-inf
12477,KIC10212876,-inf
12478,KIC10213594,-inf
12479,KIC10213610,-inf
12480,KIC10213931,-inf
12481,KIC10214045,-inf
12482,KIC10214295,-inf
12483,KIC10214564,-inf
12484,KIC10216097,-inf
12485,KIC10219075,-inf
12486,KIC10219166,-inf
12487,KIC10219361,-inf
12488,KIC10219630,-inf
12489,KIC10219690,-inf
12490,KIC10219946,-inf
12491,KIC10220213,-inf
12492,KIC10220447,-inf
12493,KIC10220613,-inf
12494,KIC10220740,-inf
12495,KIC10220795,-inf
12496,KIC10220835,-inf
12497,KIC10220865,-inf
12498,KIC10220888,-inf
12499,KIC10221370,-inf
12500,KIC10221504,-inf
12501,KIC10221720,-inf
12502,KIC10222079,-inf
12503,KIC10222470,-inf
12504,KIC10222511,-inf
12505,KIC10222553,-inf
12506,KIC10222567,-inf
12507,KIC10222658,-inf
12508,KIC10222797,-inf
12509,KIC10223027,-inf
12510,KIC10223204,-inf
12511,KIC10223257,-inf
12512,KIC10223473,-inf
12513,KIC10224100,-inf
12514,KIC10224535,-inf
12515,KIC10224631,-inf
12516,KIC10225014,-inf
12517,KIC10225706,-inf
12518,KIC10226276,-inf
12519,KIC10226478,-inf
12520,KIC10227251,-inf
12521,KIC10227554,-inf
12522,KIC10227713,-inf
12523,KIC10227872,-inf
12524,KIC10228698,-inf
12525,KIC10228836,-inf
12526,KIC10229696,-inf
12527,KIC10229796,-inf
12528,KIC10230535,-inf
12529,KIC10230894,-inf
12530,KIC10231806,-inf
12531,KIC10231829,-inf
12532,KIC10252281,-inf
12533,KIC10252399,-inf
12534,KIC10252692,-inf
12535,KIC10252757,-inf
12536,KIC10253213,-inf
12537,KIC10253286,-inf
12538,KIC10253602,-inf
12539,KIC10253776,-inf
12540,KIC10253921,-inf
12541,KIC10253969,-inf
12542,KIC10254023,-inf
12543,KIC10254051,-inf
12544,KIC10254480,-inf
12545,KIC10255244,-inf
12546,KIC10256237,-inf
12547,KIC10256345,-inf
12548,KIC10256448,-inf
12549,KIC10256655,-inf
12550,KIC10256927,-inf
12551,KIC10257278,-inf
12552,KIC10257326,-inf
12553,KIC10257419,-inf
12554,KIC10257635,-inf
12555,KIC10257683,-inf
12556,KIC10257750,-inf
12557,KIC10258061,-inf
12558,KIC10258307,-inf
12559,KIC10258377,-inf
12560,KIC10258460,-inf
12561,KIC10258584,-inf
12562,KIC10258588,-inf
12563,KIC10259096,-inf
12564,KIC10259348,-inf
12565,KIC10259369,-inf
12566,KIC10262542,-inf
12567,KIC10262627,-inf
12568,KIC10262745,-inf
12569,KIC10263341,-inf
12570,KIC10263598,-inf
12571,KIC10264013,-inf
12572,KIC10265054,-inf
12573,KIC10265074,-inf
12574,KIC10265132,-inf
12575,KIC10265939,-inf
12576,KIC10266349,-inf
12577,KIC10266404,-inf
12578,KIC10266723,-inf
12579,KIC10266793,-inf
12580,KIC10266802,-inf
12581,KIC10267242,-inf
12582,KIC10267570,-inf
12583,KIC10268454,-inf
12584,KIC10268744,-inf
12585,KIC10269537,-inf
12586,KIC10271721,-inf
12587,KIC10271802,-inf
12588,KIC10271951,-inf
12589,KIC10272641,-inf
12590,KIC10272681,-inf
12591,KIC10272822,-inf
12592,KIC10272966,-inf
12593,KIC10273112,-inf
12594,KIC10273140,-inf
12595,KIC10273236,-inf
12596,KIC10273431,-inf
12597,KIC10273787,-inf
12598,KIC10274280,-inf
12599,KIC10274404,-inf
12600,KIC10274410,-inf
12601,KIC10274445,-inf
12602,KIC10274503,-inf
12603,KIC10279663,-inf
12604,KIC10279676,-inf
12605,KIC10279833,-inf
12606,KIC10279879,-inf
12607,KIC10280105,-inf
12608,KIC10280271,-inf
12609,KIC10280586,-inf
12610,KIC10280656,-inf
12611,KIC10280667,-inf
12612,KIC10280750,-inf
12613,KIC10280768,-inf
12614,KIC10280852,-inf
12615,KIC10281118,-inf
12616,KIC10281513,-inf
12617,KIC10281936,-inf
12618,KIC10281965,-inf
12619,KIC10282002,-inf
12620,KIC10284629,-inf
12621,KIC10284740,-inf
12622,KIC10284878,-inf
12623,KIC10284883,-inf
12624,KIC10284955,-inf
12625,KIC10285331,-inf
12626,KIC10285389,-inf
12627,KIC10285430,-inf
12628,KIC10285449,-inf
12629,KIC10285521,-inf
12630,KIC10285522,-inf
12631,KIC10285722,-inf
12632,KIC10285754,-inf
12633,KIC10285836,-inf
12634,KIC10286011,-inf
12635,KIC10286378,-inf
12636,KIC10286616,-inf
12637,KIC10286749,-inf
12638,KIC10286995,-inf
12639,KIC10287062,-inf
12640,KIC10287145,-inf
12641,KIC10287323,-inf
12642,KIC10287561,-inf
12643,KIC10288010,-inf
12644,KIC10288246,-inf
12645,KIC10288283,-inf
12646,KIC10288611,-inf
12647,KIC10288903,-inf
12648,KIC10289299,-inf
12649,KIC10289378,-inf
12650,KIC10289507,-inf
12651,KIC10290256,-inf
12652,KIC10290315,-inf
12653,KIC10290457,-inf
12654,KIC10290535,-inf
12655,KIC10290718,-inf
12656,KIC10290746,-inf
12657,KIC10290882,-inf
12658,KIC10291535,-inf
12659,KIC10291659,-inf
12660,KIC10292064,-inf
12661,KIC10292156,-inf
12662,KIC10292330,-inf
12663,KIC10294424,-inf
12664,KIC10295060,-inf
12665,KIC10295441,-inf
12666,KIC10295801,-inf
12667,KIC10296410,-inf
12668,KIC10297313,-inf
12669,KIC10297567,-inf
12670,KIC10297802,-inf
12671,KIC10318430,-inf
12672,KIC10318539,-inf
12673,KIC10318734,-inf
12674,KIC10318787,-inf
12675,KIC10319045,-inf
12676,KIC10319146,-inf
12677,KIC10319325,-inf
12678,KIC10319709,-inf
12679,KIC10320170,-inf
12680,KIC10321642,-inf
12681,KIC10322133,-inf
12682,KIC10322446,-inf
12683,KIC10322513,-inf
12684,KIC10322666,-inf
12685,KIC10322738,-inf
12686,KIC10323079,-inf
12687,KIC10323222,-inf
12688,KIC10323583,-inf
12689,KIC10324587,-inf
12690,KIC10324763,-inf
12691,KIC10328277,-inf
12692,KIC10328498,-inf
12693,KIC10328621,-inf
12694,KIC10328727,-inf
12695,KIC10328894,-inf
12696,KIC10328921,-inf
12697,KIC10328946,-inf
12698,KIC10329005,-inf
12699,KIC10329811,-inf
12700,KIC10330052,-inf
12701,KIC10331209,-inf
12702,KIC10331610,-inf
12703,KIC10331686,-inf
12704,KIC10331854,-inf
12705,KIC10331908,-inf
12706,KIC10332186,-inf
12707,KIC10332214,-inf
12708,KIC10332259,-inf
12709,KIC10332753,-inf
12710,KIC10333063,-inf
12711,KIC10333131,-inf
12712,KIC10333149,-inf
12713,KIC10334585,-inf
12714,KIC10334594,-inf
12715,KIC10337033,-inf
12716,KIC10337603,-inf
12717,KIC10337734,-inf
12718,KIC10338307,-inf
12719,KIC10338340,-inf
12720,KIC10338373,-inf
12721,KIC10339089,-inf
12722,KIC10339303,-inf
12723,KIC10339708,-inf
12724,KIC10341704,-inf
12725,KIC10345661,-inf
12726,KIC10345735,-inf
12727,KIC10346058,-inf
12728,KIC10346117,-inf
12729,KIC10346254,-inf
12730,KIC10347360,-inf
12731,KIC10350302,-inf
12732,KIC10350408,-inf
12733,KIC10350441,-inf
12734,KIC10350825,-inf
12735,KIC10350849,-inf
12736,KIC10350934,-inf
12737,KIC10351017,-inf
12738,KIC10351124,-inf
12739,KIC10351142,-inf
12740,KIC10351196,-inf
12741,KIC10351268,-inf
12742,KIC10351353,-inf
12743,KIC10351528,-inf
12744,KIC10351578,-inf
12745,KIC10351585,-inf
12746,KIC10351764,-inf
12747,KIC10351792,-inf
12748,KIC10351820,-inf
12749,KIC10351898,-inf
12750,KIC10351947,-inf
12751,KIC10352511,-inf
12752,KIC10352610,-inf
12753,KIC10352615,-inf
12754,KIC10352759,-inf
12755,KIC10353044,-inf
12756,KIC10353366,-inf
12757,KIC10353420,-inf
12758,KIC10353533,-inf
12759,KIC10353556,-inf
12760,KIC10353660,-inf
12761,KIC10354029,-inf
12762,KIC10354110,-inf
12763,KIC10354144,-inf
12764,KIC10354267,-inf
12765,KIC10354555,-inf
12766,KIC10354603,-inf
12767,KIC10354887,-inf
12768,KIC10355090,-inf
12769,KIC10355672,-inf
12770,KIC10355764,-inf
12771,KIC10355786,-inf
12772,KIC10355989,-inf
12773,KIC10356032,-inf
12774,KIC10356057,-inf
12775,KIC10357553,-inf
12776,KIC10357764,-inf
12777,KIC10357964,-inf
12778,KIC10358379,-inf
12779,KIC10358632,-inf
12780,KIC10358863,-inf
12781,KIC10359308,-inf
12782,KIC10359816,-inf
12783,KIC10359999,-inf
12784,KIC10360984,-inf
12785,KIC10361019,-inf
12786,KIC10361268,-inf
12787,KIC10361301,-inf
12788,KIC10361562,-inf
12789,KIC10361608,-inf
12790,KIC10361895,-inf
12791,KIC10362043,-inf
12792,KIC10362349,-inf
12793,KIC10363172,-inf
12794,KIC10382554,-inf
12795,KIC10382615,-inf
12796,KIC10382727,-inf
12797,KIC10382835,-inf
12798,KIC10383368,-inf
12799,KIC10383488,-inf
12800,KIC10383668,-inf
12801,KIC10384255,-inf
12802,KIC10384543,-inf
12803,KIC10384595,-inf
12804,KIC10384929,-inf
12805,KIC10386248,-inf
12806,KIC10386904,-inf
12807,KIC10387370,-inf
12808,KIC10387495,-inf
12809,KIC10387899,-inf
12810,KIC10387935,-inf
12811,KIC10387999,-inf
12812,KIC10388249,-inf
12813,KIC10389037,-inf
12814,KIC10389165,-inf
12815,KIC10389393,-inf
12816,KIC10394143,-inf
12817,KIC10394570,-inf
12818,KIC10394683,-inf
12819,KIC10394950,-inf
12820,KIC10395327,-inf
12821,KIC10395400,-inf
12822,KIC10395638,-inf
12823,KIC10395653,-inf
12824,KIC10396076,-inf
12825,KIC10396533,-inf
12826,KIC10396812,-inf
12827,KIC10396839,-inf
12828,KIC10396863,-inf
12829,KIC10397623,-inf
12830,KIC10397646,-inf
12831,KIC10397849,-inf
12832,KIC10398120,-inf
12833,KIC10399312,-inf
12834,KIC10401843,-inf
12835,KIC10402178,-inf
12836,KIC10402207,-inf
12837,KIC10402468,-inf
12838,KIC10402509,-inf
12839,KIC10402819,-inf
12840,KIC10403323,-inf
12841,KIC10403423,-inf
12842,KIC10403441,-inf
12843,KIC10403716,-inf
12844,KIC10404576,-inf
12845,KIC10404656,-inf
12846,KIC10404994,-inf
12847,KIC10405280,-inf
12848,KIC10405285,-inf
12849,KIC10405377,-inf
12850,KIC10405436,-inf
12851,KIC10405445,-inf
12852,KIC10407209,-inf
12853,KIC10407420,-inf
12854,KIC10411448,-inf
12855,KIC10412115,-inf
12856,KIC10412175,-inf
12857,KIC10415416,-inf
12858,KIC10415545,-inf
12859,KIC10415654,-inf
12860,KIC10416004,-inf
12861,KIC10416262,-inf
12862,KIC10416550,-inf
12863,KIC10416619,-inf
12864,KIC10416970,-inf
12865,KIC10417308,-inf
12866,KIC10417364,-inf
12867,KIC10417492,-inf
12868,KIC10417559,-inf
12869,KIC10417623,-inf
12870,KIC10417794,-inf
12871,KIC10418426,-inf
12872,KIC10418503,-inf
12873,KIC10419312,-inf
12874,KIC10419566,-inf
12875,KIC10419682,-inf
12876,KIC10420102,-inf
12877,KIC10420202,-inf
12878,KIC10420335,-inf
12879,KIC10420403,-inf
12880,KIC10420502,-inf
12881,KIC10420629,-inf
12882,KIC10420655,-inf
12883,KIC10420662,-inf
12884,KIC10420822,-inf
12885,KIC10421807,-inf
12886,KIC10421840,-inf
12887,KIC10422013,-inf
12888,KIC10422287,-inf
12889,KIC10422589,-inf
12890,KIC10423340,-inf
12891,KIC10423375,-inf
12892,KIC10423867,-inf
12893,KIC10424379,-inf
12894,KIC10425035,-inf
12895,KIC10425456,-inf
12896,KIC10426331,-inf
12897,KIC10426854,-inf
12898,KIC10427193,-inf
12899,KIC10427256,-inf
12900,KIC10428124,-inf
12901,KIC10428163,-inf
12902,KIC10447681,-inf
12903,KIC10448025,-inf
12904,KIC10448033,-inf
12905,KIC10448558,-inf
12906,KIC10448738,-inf
12907,KIC10448807,-inf
12908,KIC10448925,-inf
12909,KIC10449098,-inf
12910,KIC10449431,-inf
12911,KIC10449846,-inf
12912,KIC10449862,-inf
12913,KIC10449998,-inf
12914,KIC10450175,-inf
12915,KIC10450755,-inf
12916,KIC10450924,-inf
12917,KIC10450939,-inf
12918,KIC10451213,-inf
12919,KIC10451228,-inf
12920,KIC10451397,-inf
12921,KIC10452574,-inf
12922,KIC10452960,-inf
12923,KIC10453652,-inf
12924,KIC10453946,-inf
12925,KIC10454887,-inf
12926,KIC10456555,-inf
12927,KIC10457016,-inf
12928,KIC10459696,-inf
12929,KIC10459794,-inf
12930,KIC10459798,-inf
12931,KIC10459809,-inf
12932,KIC10459817,-inf
12933,KIC10459923,-inf
12934,KIC10460020,-inf
12935,KIC10460225,-inf
12936,KIC10460243,-inf
12937,KIC10460324,-inf
12938,KIC10460723,-inf
12939,KIC10461323,-inf
12940,KIC10461347,-inf
12941,KIC10461757,-inf
12942,KIC10462800,-inf
12943,KIC10462915,-inf
12944,KIC10463605,-inf
12945,KIC10464258,-inf
12946,KIC10464837,-inf
12947,KIC10467388,-inf
12948,KIC10467510,-inf
12949,KIC10467570,-inf
12950,KIC10468139,-inf
12951,KIC10468225,-inf
12952,KIC10468528,-inf
12953,KIC10468686,-inf
12954,KIC10468689,-inf
12955,KIC10468896,-inf
12956,KIC10469022,-inf
12957,KIC10469868,-inf
12958,KIC10469976,-inf
12959,KIC10471148,-inf
12960,KIC10471226,-inf
12961,KIC10471628,-inf
12962,KIC10471973,-inf
12963,KIC10472091,-inf
12964,KIC10472318,-inf
12965,KIC10472566,-inf
12966,KIC10472755,-inf
12967,KIC10473363,-inf
12968,KIC10473692,-inf
12969,KIC10474071,-inf
12970,KIC10477762,-inf
12971,KIC10480323,-inf
12972,KIC10480399,-inf
12973,KIC10480494,-inf
12974,KIC10480567,-inf
12975,KIC10480799,-inf
12976,KIC10480806,-inf
12977,KIC10481251,-inf
12978,KIC10481365,-inf
12979,KIC10482001,-inf
12980,KIC10482198,-inf
12981,KIC10482211,-inf
12982,KIC10482521,-inf
12983,KIC10482598,-inf
12984,KIC10482713,-inf
12985,KIC10482750,-inf
12986,KIC10483180,-inf
12987,KIC10483504,-inf
12988,KIC10483530,-inf
12989,KIC10483606,-inf
12990,KIC10484121,-inf
12991,KIC10484140,-inf
12992,KIC10485520,-inf
12993,KIC10485557,-inf
12994,KIC10485765,-inf
12995,KIC10485923,-inf
12996,KIC10487616,-inf
12997,KIC10487854,-inf
12998,KIC10487973,-inf
12999,KIC10488066,-inf
13000,KIC10488243,-inf
13001,KIC10488463,-inf
13002,KIC10489017,-inf
13003,KIC10489073,-inf
13004,KIC10489108,-inf
13005,KIC10489340,-inf
13006,KIC10489370,-inf
13007,KIC10489417,-inf
13008,KIC10489877,-inf
13009,KIC10489909,-inf
13010,KIC10489998,-inf
13011,KIC10492011,-inf
13012,KIC10492041,-inf
13013,KIC10492224,-inf
13014,KIC10492412,-inf
13015,KIC10492468,-inf
13016,KIC10513061,-inf
13017,KIC10513080,-inf
13018,KIC10513120,-inf
13019,KIC10513837,-inf
13020,KIC10513892,-inf
13021,KIC10514427,-inf
13022,KIC10514458,-inf
13023,KIC10514732,-inf
13024,KIC10515651,-inf
13025,KIC10515929,-inf
13026,KIC10515966,-inf
13027,KIC10517078,-inf
13028,KIC10517360,-inf
13029,KIC10517488,-inf
13030,KIC10517832,-inf
13031,KIC10518222,-inf
13032,KIC10518427,-inf
13033,KIC10521711,-inf
13034,KIC10522084,-inf
13035,KIC10522111,-inf
13036,KIC10524715,-inf
13037,KIC10524770,-inf
13038,KIC10524894,-inf
13039,KIC10525159,-inf
13040,KIC10525205,-inf
13041,KIC10525282,-inf
13042,KIC10525439,-inf
13043,KIC10525475,-inf
13044,KIC10525595,-inf
13045,KIC10525657,-inf
13046,KIC10525987,-inf
13047,KIC10526684,-inf
13048,KIC10526837,-inf
13049,KIC10527661,-inf
13050,KIC10527754,-inf
13051,KIC10527889,-inf
13052,KIC10528339,-inf
13053,KIC10528911,-inf
13054,KIC10528917,-inf
13055,KIC10529006,-inf
13056,KIC10529104,-inf
13057,KIC10529640,-inf
13058,KIC10532670,-inf
13059,KIC10532751,-inf
13060,KIC10533249,-inf
13061,KIC10533369,-inf
13062,KIC10534340,-inf
13063,KIC10534377,-inf
13064,KIC10534826,-inf
13065,KIC10534891,-inf
13066,KIC10535457,-inf
13067,KIC10535494,-inf
13068,KIC10537243,-inf
13069,KIC10537376,-inf
13070,KIC10537820,-inf
13071,KIC10544592,-inf
13072,KIC10544941,-inf
13073,KIC10545081,-inf
13074,KIC10545089,-inf
13075,KIC10545152,-inf
13076,KIC10545904,-inf
13077,KIC10546010,-inf
13078,KIC10546119,-inf
13079,KIC10546245,-inf
13080,KIC10546305,-inf
13081,KIC10546497,-inf
13082,KIC10546542,-inf
13083,KIC10546730,-inf
13084,KIC10546977,-inf
13085,KIC10547065,-inf
13086,KIC10547370,-inf
13087,KIC10547418,-inf
13088,KIC10547575,-inf
13089,KIC10547735,-inf
13090,KIC10547905,-inf
13091,KIC10548114,-inf
13092,KIC10548201,-inf
13093,KIC10548319,-inf
13094,KIC10548741,-inf
