KIC,Kpmag,QLen,DLen,numax,e_numax,Delnu,e_Delnu,A,e_A,Width,e_Width,Gran,e_Gran,Teff,e_Teff,log(g),e_log(g),[Fe/H],e_[Fe/H],NoCorM,e_NoCorM,NoCorR,e_NoCorR,RGBcorM,e_RGBcorM,RGBcorR,e_RGBcorR,ClcorM,e_ClcorM,ClcorR,e_ClcorR,Phase,dnu_acf
7121674,10.38,18,1318.0,64.21,0.61,5.8439999999999985,0.017,54.9,1.9,22.5,1.4,542.3,25.7,4845,80,2.718,0.006999999999999999,-0.12,0.15,1.97,0.11,10.17,0.2,1.83,0.1,9.8,0.19,2.0,0.11,10.25,0.2,1,
7121759,13.34,9,642.1,29.81,0.6,3.852,0.047,148.2,5.7,13.5,1.6,6504.7,422.9,4998,155,2.391,0.012,-0.31,0.3,1.09,0.11,11.04,0.42,1.06,0.1,10.87,0.41,1.11,0.11,11.1,0.42,2,
7121801,10.39,17,1235.7,31.1,0.46,3.865,0.028,113.0,4.3,12.6,0.9,3833.0,197.0,4803,80,2.401,0.009000000000000001,-0.17,0.15,1.15,0.08,11.21,0.3,1.06,0.07,10.74,0.28,1.16,0.08,11.23,0.3,2,
7121872,13.3,6,380.8,28.39,1.03,3.772,0.241,132.2,6.9,13.7,4.9,6085.2,547.4,5039,165,2.372,0.018000000000000002,-0.03,0.3,1.04,0.3,11.01,1.48,1.07,0.31,11.16,1.51,1.05,0.3,11.04,1.49,2,
7122098,9.11,4,206.3,52.93,1.8,5.26,0.084,53.8,6.0,19.2,5.9,981.1,181.3,4760,137,2.63,0.017,0.21,0.3,1.64,0.22,10.26,0.52,1.53,0.2,9.93,0.5,1.67,0.22,10.35,0.53,2,
7122212,13.19,7,467.3,18.62,0.93,2.504,0.033,134.1,6.3,10.3,2.6,7881.3,1034.7,4862,150,2.181,0.023,-0.2,0.3,1.43,0.24,16.09,0.97,1.32,0.22,15.46,0.93,1.46,0.25,16.23,0.98,0,
7122640,11.86,18,1318.0,81.96,0.52,7.727,0.018000000000000002,79.1,3.7,23.5,1.0,485.1,33.7,4678,80,2.8160000000000003,0.006,-0.03,0.15,1.27,0.06,7.3,0.13,1.14,0.06,6.92,0.13,1.27,0.06,7.3,0.13,1,
7122713,12.6,16,1221.2,27.84,0.63,3.458,0.02,123.4,6.3,11.7,1.9,6442.3,474.2,4578,80,2.342,0.011,0.16,0.15,1.2,0.1,12.24,0.37,1.08,0.09,11.6,0.35,1.21,0.1,12.26,0.37,2,
7122919,12.14,18,1318.0,134.27,1.09,10.829,0.014,28.8,1.1,51.6,6.9,64.7,8.6,4928,80,3.042,0.006999999999999999,-0.07,0.15,1.57,0.08,6.25,0.11,1.49,0.07,6.09,0.11,1.59,0.08,6.3,0.12,1,
7123017,13.14,10,704.3,28.76,1.46,4.1080000000000005,0.053,166.3,7.6,15.1,1.9,7583.5,701.6,5004,155,2.376,0.023,-0.04,0.3,0.76,0.13,9.37,0.57,0.8,0.14,9.64,0.59,0.78,0.13,9.46,0.57,2,
7123055,13.73,7,548.1,46.08,0.58,4.847,0.012,92.9,4.0,15.4,0.7,1528.9,98.0,4924,154,2.577,0.01,-0.21,0.3,1.58,0.11,10.7,0.27,1.47,0.1,10.35,0.26,1.61,0.11,10.82,0.27,1,
7123197,13.89,17,1308.5,180.88,1.0,14.537,0.052000000000000005,42.1,2.1,44.2,3.3,29.4,7.1,5106,158,3.179,0.008,-0.28,0.3,1.24,0.08,4.75,0.11,1.24,0.08,4.74,0.11,1.26,0.08,4.79,0.11,1,
7123568,12.78,9,642.1,29.42,0.41,3.609,0.018000000000000002,153.7,7.4,11.0,1.1,4702.1,414.3,4927,152,2.382,0.01,-0.12,0.3,1.33,0.1,12.32,0.33,1.27,0.09,12.03,0.32,1.35,0.1,12.41,0.34,1,
7123870,13.52,18,1318.0,108.53,0.92,9.316,0.015,52.2,1.7,35.4,1.7,120.6,23.0,5126,158,2.958,0.009000000000000001,-0.12,0.3,1.6,0.1,6.96,0.16,1.59,0.1,6.94,0.16,1.63,0.11,7.03,0.16,1,
7124081,12.0,18,1318.0,30.43,0.85,4.18,0.049,130.1,6.7,12.8,1.3,4823.3,395.8,4961,145,2.398,0.014,-0.66,0.3,0.83,0.09,9.53,0.4,0.78,0.09,9.22,0.38,0.85,0.09,9.66,0.4,2,
7124394,13.61,17,1308.5,137.57,0.89,11.404000000000002,0.018000000000000002,50.3,1.7,41.4,2.0,68.5,12.3,5040,151,3.057,0.008,-0.19,0.3,1.42,0.09,5.84,0.13,1.38,0.08,5.76,0.13,1.45,0.09,5.9,0.13,1,
7124573,12.1,15,1138.9,31.47,0.73,3.906,0.038,141.6,5.2,14.1,1.2,5816.2,324.9,4714,140,2.402,0.013,0.32,0.3,1.11,0.11,11.01,0.4,1.07,0.1,10.76,0.39,1.11,0.11,11.0,0.4,2,
7124596,13.66,6,457.8,30.99,1.14,3.862,0.09,123.7,4.3,15.9,2.3,4318.8,305.9,5000,158,2.408,0.018000000000000002,-0.16,0.3,1.22,0.19,11.42,0.72,1.19,0.19,11.3,0.71,1.23,0.19,11.47,0.72,2,
7125121,13.53,6,380.8,19.2,0.52,2.497,0.029,152.8,9.4,8.2,2.3,6252.7,1242.4,4982,161,2.199,0.014,-0.09,0.3,1.65,0.18,16.89,0.7,1.58,0.18,16.54,0.69,1.68,0.19,17.06,0.71,0,
7125553,12.87,9,669.7,30.05,0.41,3.633,0.026,142.6,5.5,12.6,1.4,5095.9,313.6,4797,167,2.386,0.011,-0.14,0.3,1.33,0.11,12.25,0.37,1.22,0.1,11.71,0.35,1.34,0.11,12.3,0.37,2,
7125569,12.72,18,1318.0,40.51,0.64,4.629,0.013,102.3,5.5,14.8,1.1,2590.5,122.5,4814,142,2.516,0.01,-0.26,0.3,1.24,0.09,10.19,0.27,1.13,0.08,9.71,0.26,1.25,0.09,10.21,0.27,1,
7125921,12.91,18,1318.0,24.53,0.83,3.513,0.04,167.9,7.9,11.0,1.7,10200.3,603.1,4723,80,2.294,0.016,-0.12,0.15,0.81,0.1,10.61,0.47,0.75,0.09,10.26,0.45,0.82,0.1,10.66,0.47,2,
7126124,12.75,9,642.1,23.22,0.59,3.13,0.031,171.8,9.4,10.2,1.3,10912.5,947.1,4674,136,2.268,0.013,0.23,0.3,1.07,0.11,12.59,0.48,1.0,0.1,12.19,0.46,1.07,0.11,12.6,0.48,2,
7128663,13.11,12,989.2,92.54,0.72,7.697999999999999,0.016,50.7,1.8,31.7,1.4,206.2,41.7,4822,80,2.875,0.006999999999999999,0.25,0.15,1.94,0.1,8.43,0.16,1.85,0.09,8.23,0.15,1.98,0.1,8.5,0.16,1,
7128999,12.8,17,1292.1,43.7,0.93,4.427,0.049,70.2,4.2,18.2,2.0,1422.7,126.9,4817,80,2.549,0.011,0.1,0.15,1.87,0.17,12.03,0.42,1.76,0.16,11.66,0.4,1.91,0.17,12.15,0.42,2,
7129219,12.81,17,1292.1,36.17,0.61,4.274,0.034,98.1,4.3,14.8,1.5,2827.1,151.3,4904,150,2.471,0.011,-0.54,0.3,1.25,0.1,10.78,0.34,1.13,0.09,10.24,0.32,1.26,0.11,10.82,0.34,2,
7129306,13.68,8,632.7,32.46,0.59,4.1610000000000005,0.023,111.3,4.5,14.0,1.2,3769.6,238.9,4952,158,2.426,0.011,-0.59,0.3,1.02,0.09,10.25,0.31,0.94,0.08,9.85,0.3,1.04,0.09,10.35,0.31,2,
7129766,12.1,8,557.6,25.89,0.52,3.029,0.017,132.8,5.9,10.4,1.4,3362.3,433.1,4605,80,2.312,0.01,-0.18,0.15,1.66,0.13,14.88,0.42,1.48,0.11,14.05,0.39,1.64,0.13,14.81,0.42,1,
7129930,10.88,16,1209.7,41.13,0.67,4.357,0.013,97.2,4.3,14.8,0.8,2045.7,81.5,4866,145,2.525,0.011,0.06,0.3,1.69,0.13,11.75,0.32,1.6,0.12,11.43,0.31,1.72,0.13,11.86,0.32,1,
7130728,12.79,18,1317.8,31.54,0.48,4.096,0.085,112.6,6.5,10.5,1.1,6480.1,299.1,4920,150,2.412,0.01,-0.56,0.3,0.99,0.11,10.25,0.5,0.91,0.1,9.8,0.47,1.0,0.11,10.29,0.5,2,
7130900,13.68,6,457.8,49.4,0.37,4.949,0.026,86.8,3.4,16.7,1.0,1099.8,90.1,4746,146,2.599,0.009000000000000001,0.07,0.3,1.69,0.11,10.8,0.26,1.56,0.1,10.37,0.25,1.72,0.11,10.89,0.27,1,
7131014,13.29,18,1317.8,145.45,1.19,11.949000000000002,0.016,28.9,1.8,41.3,3.2,56.8,11.7,4935,150,3.077,0.009000000000000001,-0.5,0.3,1.35,0.09,5.56,0.12,1.23,0.08,5.32,0.12,1.37,0.09,5.61,0.13,1,
7131065,13.06,6,380.8,33.01,1.54,3.857,0.07,116.9,5.5,16.2,2.7,4436.6,425.7,4584,137,2.417,0.022,0.22,0.3,1.3,0.22,11.68,0.73,1.17,0.2,11.09,0.69,1.31,0.22,11.71,0.73,2,
7131321,10.58,4,206.3,18.71,1.48,2.099,0.076,108.6,12.2,8.9,3.1,7747.6,1332.0,4507,129,2.166,0.035,-0.11,0.3,2.62,0.75,22.15,2.42,2.49,0.7,21.56,2.34,2.63,0.75,22.19,2.43,0,
7131376,13.6,8,557.6,34.82,0.71,4.136,0.034,99.4,4.2,15.7,1.6,3081.8,211.6,4833,152,2.451,0.012,0.04,0.3,1.25,0.11,11.0,0.37,1.18,0.11,10.72,0.36,1.26,0.11,11.04,0.37,2,
7131794,11.53,18,1317.8,105.95,0.84,8.926,0.017,41.5,1.6,35.7,1.8,130.0,24.6,5105,149,2.946,0.008,-0.28,0.3,1.76,0.11,7.38,0.16,1.71,0.11,7.28,0.16,1.81,0.11,7.48,0.17,1,
7132242,11.28,8,614.0,37.9,4.62,4.303,0.158,27.0,6.0,17.4,6.0,87.7,313.7,3657,128,2.427,0.054000000000000006,-0.06,0.3,0.9,0.36,9.62,1.39,0.78,0.31,8.95,1.28,0.92,0.37,9.69,1.4,2,
7132791,13.34,8,557.6,33.52,0.67,4.199,0.034,107.8,5.1,14.5,1.4,3820.7,186.6,4835,151,2.435,0.012,-0.03,0.3,1.05,0.09,10.27,0.34,1.01,0.09,10.07,0.33,1.05,0.1,10.3,0.34,2,
7133237,12.62,9,642.1,34.72,0.55,4.224,0.034,103.9,4.8,16.9,2.0,2677.3,306.8,4862,151,2.451,0.011,-0.47,0.3,1.15,0.09,10.54,0.32,1.03,0.08,9.99,0.3,1.15,0.09,10.56,0.33,2,
7133356,10.7,4,206.3,9.81,0.85,1.443,0.08800000000000001,255.8,45.2,4.1,1.0,87230.0,14052.6,4200,125,1.871,0.038,-0.13,0.3,1.52,0.55,23.72,3.58,1.36,0.48,22.42,3.32,1.49,0.54,23.47,3.53,0,
7134769,13.04,2,41.9,43.99,1.23,4.658,0.321,76.8,15.3,13.8,4.5,1352.1,354.8,4756,166,2.549,0.015,0.07,0.3,1.53,0.45,10.87,1.55,1.41,0.41,10.45,1.46,1.55,0.46,10.94,1.56,2,
7134983,15.94,14,1111.5,32.55,0.68,3.825,0.297,51.6,4.4,16.4,8.0,399.1,118.3,5190,181,2.437,0.013,-0.27,0.3,1.55,0.5,12.45,1.97,1.55,0.5,12.46,1.97,1.59,0.52,12.62,2.01,2,
7136780,13.15,9,642.1,34.87,0.42,4.175,0.04,96.9,4.2,14.1,0.9,2337.5,146.7,4637,138,2.443,0.009000000000000001,-0.17,0.3,1.13,0.09,10.59,0.32,0.99,0.08,9.91,0.3,1.12,0.09,10.51,0.32,2,
7136854,13.84,7,548.1,106.0,0.7,9.233,0.026,62.2,2.5,33.8,1.5,195.6,53.3,4646,140,2.926,0.008,0.22,0.3,1.33,0.08,6.59,0.15,1.22,0.08,6.31,0.14,1.35,0.08,6.62,0.15,1,
7138406,11.951,18,1318.08,245.27,1.77,18.349,0.103,,,,,,,4919,139,3.303,0.008,-0.33,0.3,1.15,0.07,3.97,0.1,1.08,0.07,3.84,0.09,1.17,0.07,3.99,0.1,1,
7139187,11.58,14,1129.5,39.03,0.51,4.131,0.024,90.5,3.4,14.9,1.0,2013.7,136.0,4776,143,2.498,0.01,0.06,0.3,1.73,0.13,12.28,0.33,1.61,0.12,11.83,0.32,1.77,0.13,12.4,0.34,2,
7173104,13.31,18,1317.8,178.65,1.27,14.463,0.031,38.9,2.2,53.6,3.4,46.4,14.5,5336,158,3.1830000000000003,0.008,-0.34,0.3,1.31,0.08,4.85,0.11,1.36,0.08,4.95,0.11,1.33,0.08,4.9,0.11,1,
7173546,13.55,16,1221.1,74.61,1.48,7.131,0.015,55.6,5.3,24.6,4.7,562.6,202.0,4966,147,2.7880000000000003,0.012,-0.06,0.3,1.45,0.12,8.04,0.23,1.39,0.12,7.89,0.23,1.47,0.12,8.1,0.23,1,
7173776,11.97,18,1317.9,32.85,0.79,4.085,0.022,106.3,5.7,12.9,1.1,3965.4,237.9,4978,146,2.432,0.013,-0.52,0.3,1.15,0.11,10.8,0.36,1.07,0.1,10.42,0.35,1.18,0.11,10.91,0.36,2,
7173885,12.76,7,467.3,68.98,0.41,6.8439999999999985,0.015,81.6,3.4,20.4,1.0,585.0,82.4,4747,80,2.744,0.006,-0.09,0.15,1.26,0.06,7.88,0.14,1.14,0.05,7.52,0.13,1.26,0.06,7.9,0.14,1,
7174182,12.22,7,467.3,33.64,0.65,3.965,0.056,108.1,4.9,14.7,1.2,2589.2,430.6,4868,144,2.438,0.011,0.24,0.3,1.35,0.13,11.6,0.46,1.31,0.13,11.45,0.45,1.36,0.13,11.65,0.47,2,
7174636,12.52,18,1317.9,77.52,0.62,7.351,0.019,70.7,3.4,23.1,1.1,503.4,60.0,4747,80,2.795,0.006999999999999999,0.01,0.15,1.34,0.07,7.68,0.15,1.23,0.06,7.37,0.14,1.36,0.07,7.72,0.15,1,
7174813,13.83,8,632.7,70.42,0.54,7.073,0.027000000000000003,72.1,4.1,19.5,1.5,803.7,117.9,5014,148,2.765,0.008,-0.28,0.3,1.27,0.08,7.75,0.18,1.23,0.08,7.6,0.18,1.3,0.08,7.81,0.18,1,
7175067,13.68,17,1308.5,34.15,0.91,4.13,0.025,119.3,5.6,14.0,1.3,4854.9,396.4,5137,150,2.456,0.014,-0.2,0.3,1.3,0.13,11.15,0.4,1.31,0.13,11.2,0.4,1.31,0.13,11.23,0.4,2,
7175316,9.0,18,1317.9,43.3,2.88,3.716,0.036000000000000004,25.1,2.2,19.5,2.0,894.8,53.9,5007,142,2.5540000000000003,0.03,-0.04,0.3,3.88,0.82,17.24,1.24,4.27,0.9,18.09,1.31,4.51,0.95,18.58,1.35,2,
7175330,13.6,18,1317.9,27.64,0.67,4.041,0.103,171.2,8.9,11.5,1.8,13054.9,917.1,5201,153,2.367,0.013,-0.31,0.3,0.76,0.11,9.49,0.57,0.81,0.11,9.77,0.59,0.77,0.11,9.56,0.58,2,
7175826,10.89,18,1317.9,73.83,0.54,6.907,0.014,62.8,2.6,23.0,1.2,516.2,31.5,4759,80,2.774,0.006999999999999999,-0.03,0.15,1.49,0.07,8.3,0.15,1.37,0.07,7.94,0.15,1.51,0.08,8.34,0.15,1,
7175869,15.24,4,271.0,31.58,0.38,4.103,0.042,130.7,13.1,8.5,0.8,1055.0,905.6,5294,185,2.4290000000000003,0.01,-1.0,0.3,1.1,0.09,10.61,0.35,1.11,0.09,10.64,0.35,1.1,0.09,10.6,0.35,2,
7176062,15.15,14,1111.6,123.31,1.88,10.72,0.093,59.0,8.4,65.4,21.0,72.3,41.1,5051,176,3.01,0.011,-0.19,0.3,1.31,0.11,5.93,0.19,1.29,0.11,5.88,0.19,1.33,0.11,5.97,0.19,1,
7176070,10.25,18,1317.9,8.09,0.28,1.285,0.022,436.6,30.9,3.4,0.4,165374.9,14684.0,4122,80,1.783,0.016,0.06,0.15,1.32,0.18,24.45,1.27,1.15,0.15,22.82,1.16,1.29,0.17,24.12,1.24,1,
7177015,10.73,18,1318.0,83.5,0.87,7.414,0.013,47.5,2.3,25.6,1.3,427.8,22.5,4740,80,2.827,0.006999999999999999,0.22,0.15,1.62,0.09,8.13,0.16,1.51,0.08,7.86,0.16,1.65,0.09,8.2,0.16,1,
7177292,13.25,8,557.6,39.33,0.37,4.447,0.015,126.8,6.6,13.9,1.7,1972.3,624.6,4737,136,2.5,0.009000000000000001,-0.06,0.3,1.3,0.08,10.64,0.25,1.19,0.08,10.15,0.23,1.31,0.08,10.67,0.25,1,
7177686,13.02,16,1221.2,56.08,0.56,5.9579999999999975,0.014,95.5,5.1,17.5,1.1,1269.4,84.3,4770,141,2.655,0.009000000000000001,-0.57,0.3,1.19,0.08,8.48,0.2,1.02,0.07,7.88,0.18,1.15,0.08,8.36,0.19,1,
7178106,13.23,17,1232.0,66.6,0.48,6.671,0.017,73.3,3.4,20.0,1.0,705.2,60.8,5095,152,2.744,0.008,-0.32,0.3,1.39,0.09,8.3,0.19,1.36,0.08,8.2,0.18,1.43,0.09,8.4,0.19,1,
7178170,11.93,17,1235.7,85.69,0.64,8.38,0.02,64.3,2.6,24.5,1.0,431.1,36.2,4719,80,2.837,0.006999999999999999,-0.4,0.15,1.06,0.05,6.51,0.12,0.92,0.05,6.06,0.11,1.04,0.05,6.43,0.12,1,
7180503,13.628,13,1013.86,202.49,1.39,16.394000000000002,0.035,,,,,,,5405,160,3.24,0.008,-0.43,0.3,1.17,0.07,4.3,0.09,1.23,0.08,4.41,0.1,1.2,0.07,4.35,0.1,1,
7180647,13.12,14,1023.3,28.83,0.71,4.198,0.14,99.7,5.5,13.3,1.4,5768.9,293.6,5289,158,2.389,0.013,-0.39,0.3,0.76,0.12,9.24,0.68,0.81,0.13,9.54,0.71,0.77,0.13,9.31,0.69,2,
7183354,13.16,18,1318.0,32.17,1.51,3.971,0.109,125.2,6.4,13.5,1.0,4543.1,275.7,5175,157,2.432,0.022,-0.17,0.3,1.28,0.24,11.4,0.86,1.31,0.25,11.53,0.87,1.3,0.24,11.48,0.86,2,
7183922,12.1,17,1292.1,28.25,0.57,3.378,0.011,110.4,5.6,11.7,2.3,4014.2,388.2,4812,100,2.36,0.011,-0.44,0.15,1.49,0.12,13.35,0.37,1.32,0.1,12.58,0.35,1.47,0.12,13.29,0.37,1,
7184042,13.35,18,1318.0,116.04,0.67,10.176,0.013,55.4,2.0,35.2,1.6,106.4,26.0,5245,162,2.992,0.008,-0.11,0.3,1.42,0.09,6.31,0.14,1.47,0.09,6.41,0.14,1.45,0.09,6.36,0.14,1,
7184075,12.07,10,704.3,27.92,0.61,3.51,0.08800000000000001,135.3,5.7,11.4,1.5,6106.9,440.8,5052,155,2.365,0.012,0.08,0.3,1.32,0.18,12.52,0.73,1.34,0.18,12.6,0.74,1.34,0.18,12.59,0.74,2,
7184162,12.71,8,557.6,34.85,0.49,3.988,0.038,108.9,3.6,14.3,1.6,3089.5,246.9,5098,163,2.463,0.01,0.07,0.3,1.57,0.13,12.16,0.39,1.58,0.13,12.2,0.39,1.59,0.13,12.25,0.39,2,
7184521,13.52,6,380.8,37.01,0.55,4.16,0.018000000000000002,119.7,7.0,13.9,1.8,3013.5,361.9,4876,151,2.48,0.01,0.09,0.3,1.48,0.11,11.61,0.31,1.41,0.11,11.34,0.31,1.5,0.11,11.69,0.32,1,
7184972,13.87,17,1308.5,84.83,0.53,8.331,0.015,77.1,3.6,25.3,1.2,343.3,70.2,5111,149,2.85,0.008,-0.42,0.3,1.19,0.07,6.79,0.15,1.17,0.07,6.73,0.14,1.22,0.07,6.86,0.15,1,
7184978,12.34,8,557.6,34.82,0.48,3.93,0.017,144.5,6.1,13.2,1.3,3615.8,228.4,4655,100,2.443,0.009000000000000001,0.13,0.15,1.45,0.1,11.95,0.29,1.32,0.09,11.4,0.27,1.46,0.1,12.01,0.29,1,
7185001,12.93,18,1318.0,187.54,0.9,14.589,0.064,45.6,2.2,47.5,2.3,57.5,14.4,4770,80,3.18,0.006,0.46,0.3,1.23,0.06,4.73,0.09,1.21,0.06,4.68,0.09,1.25,0.06,4.75,0.09,1,
7185425,13.49,16,1221.2,30.16,0.8,4.059,0.08,130.0,7.1,12.6,1.3,6941.4,511.5,5189,160,2.404,0.014,-0.14,0.3,0.97,0.12,10.25,0.53,1.02,0.13,10.5,0.55,0.97,0.12,10.24,0.53,2,
7185488,15.98,15,1193.3,106.2,1.08,9.711,0.062,76.0,5.9,29.7,2.8,182.3,75.0,5098,156,2.947,0.009000000000000001,-0.2,0.3,1.26,0.09,6.25,0.17,1.26,0.09,6.25,0.17,1.28,0.09,6.29,0.17,1,
7185710,14.86,17,1308.5,145.31,1.25,12.66,0.026,55.7,2.9,39.2,3.0,61.9,23.0,5158,144,3.0860000000000003,0.008,-0.01,0.3,1.14,0.07,5.06,0.11,1.19,0.07,5.17,0.11,1.15,0.07,5.08,0.11,1,
7186101,13.45,11,786.6,23.41,0.94,3.319,0.051,161.1,8.4,10.5,1.8,12132.7,785.8,4702,80,2.273,0.018000000000000002,-0.27,0.15,0.88,0.12,11.33,0.6,0.77,0.11,10.64,0.56,0.87,0.12,11.27,0.6,2,
7186274,12.14,14,1052.9,32.32,0.56,4.058,0.036000000000000004,138.0,5.9,13.1,1.2,4850.6,247.4,4916,100,2.423,0.01,0.07,0.15,1.1,0.09,10.69,0.32,1.1,0.09,10.67,0.32,1.11,0.09,10.72,0.33,2,
7186542,11.92,15,1138.8,41.44,0.76,4.274,0.012,81.7,3.0,15.5,1.0,1976.0,98.4,4877,100,2.529,0.01,0.17,0.15,1.87,0.14,12.31,0.32,1.79,0.13,12.04,0.31,1.91,0.14,12.45,0.32,1,
7186744,13.24,18,1317.9,107.55,0.68,9.692,0.03,60.1,2.4,32.5,1.4,156.1,40.0,5099,157,2.9530000000000003,0.008,-0.07,0.3,1.32,0.08,6.35,0.14,1.33,0.08,6.39,0.15,1.34,0.08,6.4,0.15,1,
7187059,11.95,14,1129.3,54.35,0.52,5.603,0.011,95.2,4.7,17.5,1.0,1233.9,64.5,4724,100,2.64,0.008,0.09,0.3,1.36,0.08,9.25,0.19,1.25,0.07,8.88,0.18,1.37,0.08,9.29,0.19,1,
7187063,11.27,18,1317.9,28.42,0.7,4.177,0.077,130.6,5.5,12.2,1.1,6173.3,388.9,5129,100,2.376,0.012,-0.97,0.3,0.71,0.08,9.07,0.43,0.71,0.08,9.05,0.43,0.77,0.09,9.45,0.45,2,
7187269,13.98,17,1308.4,30.89,0.75,3.983,0.08900000000000001,119.2,5.2,13.0,1.1,5045.7,322.2,4915,100,2.403,0.012,-0.39,0.3,1.04,0.13,10.61,0.57,0.97,0.12,10.23,0.54,1.05,0.13,10.67,0.58,2,
7187850,13.78,5,371.3,42.25,0.82,4.7330000000000005,0.017,94.3,5.3,15.7,1.1,2178.1,177.9,4747,100,2.531,0.011,-0.65,0.3,1.26,0.1,10.1,0.27,1.09,0.08,9.36,0.25,1.22,0.09,9.9,0.27,1,
7188107,15.0,17,1308.4,187.17,1.61,14.918,0.048,42.6,5.4,40.2,7.4,59.6,31.6,5018,147,3.19,0.009000000000000001,-0.55,0.3,1.21,0.08,4.63,0.11,1.14,0.07,4.48,0.1,1.24,0.08,4.69,0.11,1,
7188156,13.3,7,467.2,13.46,0.44,2.13,0.019,232.7,14.4,5.7,0.9,25122.6,2874.6,4552,100,2.026,0.016,-0.49,0.3,0.94,0.11,15.56,0.64,0.79,0.09,14.25,0.58,0.9,0.1,15.27,0.63,1,
7188178,14.59,17,1308.4,38.87,0.5,4.708,0.016,85.9,5.2,12.5,0.8,1509.2,357.1,5136,153,2.512,0.01,-1.0,0.3,1.13,0.08,9.77,0.25,1.08,0.08,9.53,0.24,1.13,0.08,9.75,0.25,1,
7188323,12.52,18,1317.9,135.6,1.28,11.239,0.013,32.2,1.4,50.0,6.9,74.9,13.7,4984,100,3.048,0.006999999999999999,-0.58,0.3,1.41,0.08,5.89,0.12,1.3,0.07,5.65,0.11,1.45,0.08,5.96,0.12,1,
7188504,10.04,18,1317.9,30.71,0.43,3.961,0.034,137.1,5.3,12.9,1.6,5355.4,389.2,4793,100,2.395,0.009000000000000001,-0.79,0.3,1.0,0.07,10.53,0.3,0.85,0.06,9.7,0.27,0.96,0.07,10.28,0.29,2,
7188655,12.9,10,704.2,36.35,0.65,4.16,0.03,121.9,5.1,14.6,1.2,3490.2,252.8,4716,100,2.465,0.01,0.03,0.3,1.34,0.1,11.21,0.32,1.22,0.09,10.72,0.31,1.35,0.1,11.26,0.33,2,
7188662,12.21,18,1317.9,110.26,0.72,9.408,0.02,52.6,2.2,32.6,1.4,210.6,27.5,4955,100,2.957,0.006999999999999999,-0.2,0.3,1.53,0.08,6.81,0.13,1.45,0.07,6.63,0.13,1.57,0.08,6.9,0.13,1,
7188690,12.58,18,1317.9,33.48,1.3,3.569,0.026,59.6,3.5,13.7,2.1,2871.7,140.8,4903,100,2.437,0.018000000000000002,-0.18,0.3,2.04,0.26,14.3,0.64,1.92,0.25,13.85,0.62,2.09,0.27,14.46,0.65,2,
7188818,13.59,6,380.7,31.18,0.72,4.01,0.062,141.7,6.9,13.9,1.3,4824.0,611.2,4766,100,2.4,0.012,-0.59,0.3,0.99,0.1,10.4,0.44,0.85,0.09,9.64,0.4,0.96,0.1,10.21,0.43,2,
7188868,12.72,8,557.5,34.22,0.63,4.142,0.026,138.9,5.0,14.9,1.3,4446.7,303.4,4664,100,2.436,0.01,-0.09,0.3,1.12,0.09,10.59,0.3,0.99,0.08,10.0,0.28,1.11,0.09,10.56,0.3,2,
7188950,12.98,9,642.0,41.66,0.5,4.481,0.012,86.3,4.0,14.1,1.0,1831.5,124.2,4744,100,2.525,0.008,-0.4,0.3,1.51,0.09,11.11,0.24,1.33,0.08,10.43,0.23,1.48,0.09,11.01,0.24,1,
7189418,12.75,18,1317.9,114.16,0.51,10.155,0.012,67.3,2.9,31.2,1.1,232.3,42.2,4805,100,2.966,0.006999999999999999,-0.13,0.3,1.2,0.06,5.96,0.11,1.1,0.05,5.73,0.1,1.2,0.06,5.98,0.11,1,
7189610,10.47,18,1317.9,36.37,1.15,4.05,0.033,89.1,3.5,15.2,1.1,2637.2,139.6,4855,100,2.471,0.015,0.19,0.3,1.55,0.17,12.01,0.47,1.49,0.16,11.74,0.46,1.58,0.18,12.11,0.48,2,
7189887,12.91,9,642.0,29.95,0.63,3.882,0.052000000000000005,126.6,6.4,12.1,1.2,5603.0,398.9,4757,100,2.382,0.011,-0.3,0.3,1.0,0.1,10.65,0.41,0.89,0.08,10.06,0.38,0.99,0.09,10.6,0.41,2,
7190047,11.47,15,1138.8,29.82,0.6,3.838,0.062,129.6,6.0,13.0,1.2,5468.4,378.8,4789,100,2.382,0.011,-0.68,0.3,1.04,0.1,10.89,0.46,0.89,0.09,10.08,0.41,1.0,0.1,10.67,0.44,2,
7190231,12.81,8,557.5,32.38,0.96,4.091,0.05,117.6,4.6,14.7,1.3,4533.6,282.7,4783,100,2.417,0.014,-0.18,0.3,1.03,0.12,10.4,0.44,0.94,0.11,9.95,0.42,1.03,0.12,10.41,0.44,2,
7190400,12.55,18,1317.9,30.89,1.68,3.747,0.059,90.0,7.6,12.3,3.4,6417.3,590.5,4743,100,2.395,0.024,-0.23,0.3,1.26,0.23,11.77,0.77,1.12,0.2,11.12,0.72,1.25,0.23,11.74,0.77,2,
7190942,13.18,18,1317.9,27.91,0.98,3.797,0.078,105.6,8.6,11.3,4.0,9295.8,798.6,4886,100,2.358,0.016,-0.48,0.3,0.92,0.13,10.52,0.6,0.84,0.12,10.07,0.57,0.93,0.13,10.56,0.6,2,
