KIC,Kpmag,QLen,DLen,numax,e_numax,Delnu,e_Delnu,A,e_A,Width,e_Width,Gran,e_Gran,Teff,e_Teff,log(g),e_log(g),[Fe/H],e_[Fe/H],NoCorM,e_NoCorM,NoCorR,e_NoCorR,RGBcorM,e_RGBcorM,RGBcorR,e_RGBcorR,ClcorM,e_ClcorM,ClcorR,e_ClcorR,Phase,dnu_acf
1865595,11.47,17,1235.8,12.55,0.22,1.817,0.017,298.3,24.2,4.6,0.9,41052.4,3539.1,4386,80,1.987,0.01,-0.06,0.15,1.35,0.11,19.56,0.6,1.18,0.09,18.26,0.55,1.33,0.1,19.35,0.59,1,
1865744,13.91,16,1276.2,8.97,0.32,1.384,0.02,418.3,34.1,4.1,0.9,178928.6,14726.1,4187,146,1.831,0.018000000000000002,0.22,0.3,1.37,0.19,23.55,1.21,1.19,0.16,21.96,1.12,1.34,0.19,23.32,1.2,0,
1865747,10.76,18,1318.1,63.63,0.49,6.11,0.014,69.5,3.0,20.2,1.2,739.7,43.9,4752,80,2.709,0.006999999999999999,0.03,0.15,1.56,0.08,9.13,0.17,1.43,0.07,8.76,0.16,1.58,0.08,9.19,0.17,1,
1866137,13.39,9,694.9,39.2,0.79,4.328,0.041,82.9,4.2,15.5,2.0,2176.2,252.5,4803,147,2.501,0.012,-0.51,0.3,1.47,0.14,11.27,0.39,1.3,0.12,10.58,0.36,1.45,0.13,11.19,0.39,2,
1867706,11.64,18,1318.1,105.14,0.68,8.758,0.016,44.4,1.7,34.2,1.8,138.6,38.2,4813,80,2.93,0.006,0.18,0.15,1.7,0.08,7.39,0.13,1.6,0.08,7.18,0.13,1.73,0.08,7.47,0.13,1,
1868101,11.93,18,1318.1,31.86,0.82,3.818,0.048,114.1,5.9,14.9,2.1,4490.9,300.5,4633,80,2.403,0.013,0.36,0.15,1.23,0.13,11.56,0.46,1.15,0.12,11.14,0.44,1.23,0.13,11.55,0.46,2,
1868303,12.19,10,704.3,41.03,0.49,4.564,0.016,79.7,3.6,14.3,0.9,1871.8,107.3,4798,80,2.521,0.008,-0.29,0.15,1.36,0.08,10.6,0.23,1.22,0.07,10.04,0.21,1.36,0.08,10.6,0.23,1,
1870196,12.65,18,1318.1,191.7,1.08,14.737,0.052000000000000005,38.6,1.5,49.1,2.5,28.2,6.5,4894,80,3.195,0.006,0.09,0.15,1.31,0.06,4.8,0.09,1.27,0.06,4.72,0.09,1.33,0.06,4.82,0.09,1,
1870433,12.688,18,1318.12,215.81,3.19,16.108,0.023,,,,,,,5008,80,3.2510000000000003,0.008,0.05,0.15,1.36,0.08,4.57,0.1,1.35,0.08,4.56,0.1,1.38,0.09,4.6,0.1,1,
1870495,13.69,17,1308.7,180.02,1.44,14.798,0.029,42.2,2.5,47.5,3.1,44.9,18.8,4937,80,3.169,0.006999999999999999,-0.37,0.15,1.09,0.05,4.49,0.08,1.02,0.05,4.35,0.08,1.1,0.06,4.52,0.08,1,
1870714,13.28,18,1318.1,95.12,1.59,7.537000000000001,0.085,37.5,1.5,40.7,6.4,190.2,15.5,5106,154,2.9,0.011,-0.01,0.3,2.5,0.22,9.3,0.32,2.58,0.23,9.44,0.33,2.62,0.23,9.52,0.33,0,
1871314,13.38,14,1042.2,58.13,0.52,5.691,0.012,93.3,4.2,19.0,1.1,1113.5,116.7,4585,80,2.662,0.006999999999999999,0.34,0.15,1.49,0.08,9.44,0.18,1.36,0.07,9.02,0.17,1.51,0.08,9.48,0.18,1,
1871465,12.12,8,557.6,33.55,0.68,4.048,0.037000000000000005,103.6,4.3,14.2,1.4,2708.1,212.1,4780,146,2.4330000000000003,0.012,0.28,0.3,1.19,0.11,11.0,0.38,1.15,0.11,10.8,0.37,1.2,0.11,11.0,0.38,2,
1871571,13.81,17,1308.7,182.26,1.15,14.338,0.034,47.7,2.6,44.3,2.8,33.5,12.4,4845,143,3.1710000000000003,0.008,-0.09,0.3,1.24,0.08,4.8,0.11,1.16,0.07,4.64,0.1,1.25,0.08,4.82,0.11,1,
1871631,13.66,14,1125.9,26.58,1.03,3.651,0.112,110.3,8.9,11.5,1.9,9557.3,935.5,4778,80,2.331,0.018000000000000002,-0.31,0.15,0.9,0.16,10.71,0.8,0.81,0.14,10.18,0.74,0.89,0.16,10.69,0.79,2,
1871927,12.84,7,467.3,65.85,0.59,6.4179999999999975,0.013,78.9,2.8,20.5,0.9,754.5,67.4,4674,80,2.721,0.006999999999999999,0.21,0.15,1.38,0.07,8.49,0.16,1.27,0.07,8.15,0.16,1.4,0.07,8.54,0.16,1,
1872166,11.63,17,1308.7,77.7,0.89,6.726,0.051,42.1,1.7,28.2,1.7,316.3,41.9,4975,80,2.806,0.006999999999999999,0.15,0.15,2.07,0.13,9.42,0.24,2.03,0.13,9.33,0.23,2.12,0.13,9.53,0.24,2,
1872210,10.4,17,1235.8,72.27,1.33,6.235,0.035,41.9,1.5,29.1,1.4,291.8,27.6,5204,166,2.784,0.011,0.19,0.3,2.41,0.2,10.42,0.32,2.57,0.22,10.77,0.33,2.48,0.21,10.57,0.32,2,
1872375,11.23,18,1318.2,102.64,1.31,8.465,0.022,28.2,1.4,38.8,3.3,96.6,23.2,5044,80,2.93,0.008,-0.19,0.15,1.94,0.11,7.91,0.17,1.87,0.11,7.76,0.16,2.0,0.12,8.03,0.17,1,
1872421,13.46,6,380.8,31.08,0.77,3.966,0.04,140.2,6.8,13.9,1.4,5698.0,597.6,4795,157,2.4,0.014,0.3,0.3,1.04,0.11,10.63,0.41,1.03,0.11,10.6,0.41,1.03,0.11,10.62,0.41,2,
1872469,13.45,13,888.9,56.85,0.58,5.702000000000001,0.015,81.5,4.2,18.2,1.1,1235.3,96.8,4657,80,2.656,0.006999999999999999,0.17,0.15,1.42,0.08,9.27,0.19,1.3,0.07,8.87,0.18,1.44,0.08,9.33,0.19,1,
1872517,12.9,16,1221.4,25.56,0.41,3.279,0.014,179.9,12.0,8.9,0.9,12272.5,1232.4,4543,80,2.3040000000000003,0.009000000000000001,-0.29,0.15,1.14,0.08,12.45,0.31,0.98,0.07,11.55,0.28,1.11,0.08,12.28,0.3,1,
1872842,11.49,18,1318.2,41.72,0.79,4.48,0.033,93.2,3.9,16.0,1.1,2037.4,109.5,4768,138,2.527,0.011,-0.25,0.3,1.53,0.13,11.15,0.35,1.36,0.12,10.54,0.33,1.52,0.13,11.15,0.35,2,
1872869,13.63,7,548.2,31.12,0.67,3.879,0.033,147.1,6.4,16.1,1.9,5065.6,672.0,4810,146,2.401,0.012,-0.12,0.3,1.14,0.11,11.15,0.38,1.06,0.1,10.74,0.37,1.15,0.11,11.17,0.38,2,
1873198,13.23,16,1221.4,36.62,0.58,4.195,0.013,83.1,4.9,12.0,0.9,2000.0,226.9,4857,80,2.474,0.009000000000000001,-0.37,0.15,1.38,0.09,11.27,0.27,1.25,0.08,10.72,0.25,1.39,0.09,11.31,0.27,1,
1873204,10.24,18,1318.2,29.96,0.47,3.712,0.014,126.0,6.6,10.8,0.7,4794.5,368.8,4743,166,2.382,0.011,-0.16,0.3,1.19,0.1,11.64,0.33,1.07,0.09,11.04,0.31,1.19,0.1,11.63,0.33,1,
1873510,13.92,17,1308.7,30.34,0.6,3.825,0.049,154.2,10.2,13.4,2.8,6469.2,1945.8,4971,80,2.398,0.01,-0.56,0.15,1.18,0.11,11.36,0.41,1.09,0.1,10.92,0.39,1.2,0.11,11.49,0.42,2,
1873898,13.24,17,1235.8,30.25,0.86,4.0310000000000015,0.036000000000000004,181.7,7.9,13.0,1.0,9925.3,624.6,4817,160,2.389,0.015,0.32,0.3,0.9,0.1,10.04,0.4,0.92,0.1,10.16,0.41,0.9,0.1,10.03,0.4,2,
1873986,13.55,8,557.6,137.81,1.07,11.175,0.024,48.0,2.9,40.9,2.5,130.6,48.4,4614,80,3.039,0.006999999999999999,0.37,0.15,1.35,0.07,5.83,0.11,1.24,0.06,5.59,0.1,1.35,0.07,5.83,0.11,1,
1995358,12.61,9,642.1,23.69,0.61,3.294,0.038,121.5,6.8,10.1,1.4,7943.6,646.1,4824,80,2.2840000000000003,0.013,-0.27,0.15,0.97,0.1,11.78,0.45,0.9,0.09,11.32,0.43,0.97,0.1,11.77,0.45,2,
1995522,13.88,16,1276.0,27.76,0.7,3.862,0.094,121.5,6.6,11.6,6.3,6800.7,718.8,4769,166,2.35,0.014,-0.3,0.3,0.81,0.11,9.99,0.59,0.74,0.1,9.53,0.55,0.81,0.11,9.99,0.59,2,
1995668,12.380999999999998,18,1317.94,224.38,1.56,16.205,0.041,,,,,,,4908,139,3.264,0.008,-0.32,0.3,1.45,0.09,4.65,0.1,1.34,0.08,4.47,0.1,1.47,0.09,4.69,0.1,1,
1995859,10.86,17,1235.6,46.09,0.67,4.78,0.049,67.7,3.4,18.6,1.7,1096.7,66.3,4899,80,2.576,0.008,-0.09,0.15,1.65,0.12,10.97,0.33,1.56,0.11,10.64,0.32,1.69,0.12,11.08,0.33,2,
1996078,13.0,18,1317.9,82.66,0.81,7.757999999999999,0.016,63.0,2.7,27.3,1.3,224.5,84.7,4796,80,2.825,0.006999999999999999,-0.04,0.15,1.33,0.07,7.39,0.14,1.23,0.07,7.12,0.14,1.35,0.07,7.43,0.15,1,
1996415,13.16,18,1317.9,125.59,1.01,10.8,0.031,54.4,2.0,37.5,1.7,101.4,15.0,4764,80,3.005,0.006999999999999999,0.2,0.15,1.23,0.06,5.78,0.11,1.17,0.06,5.63,0.11,1.24,0.06,5.8,0.11,1,
1996818,13.6,8,557.5,30.18,0.39,3.964,0.108,136.0,7.0,11.7,1.7,6406.8,611.5,4888,151,2.392,0.01,-0.88,0.3,0.98,0.13,10.44,0.62,0.86,0.11,9.76,0.57,0.96,0.12,10.35,0.62,2,
2010137,12.34,18,1318.1,6.15,0.21,1.074,0.021,465.1,50.5,3.0,0.6,310830.3,25078.5,4114,80,1.663,0.016,0.3,0.15,1.18,0.16,26.56,1.46,1.01,0.14,24.56,1.32,1.16,0.16,26.29,1.44,1,
2010138,13.64,15,1211.9,41.98,0.37,4.772,0.017,114.0,6.1,12.6,0.7,2483.1,193.0,4997,160,2.54,0.009000000000000001,-0.83,0.3,1.3,0.09,10.13,0.24,1.18,0.08,9.68,0.23,1.32,0.09,10.22,0.25,1,
2010366,13.04,18,1318.1,28.79,0.91,3.892,0.065,116.9,7.2,12.3,3.2,6243.4,859.1,4991,155,2.376,0.016,-1.09,0.3,0.94,0.12,10.44,0.53,0.85,0.11,9.94,0.5,0.97,0.13,10.56,0.53,2,
2010702,13.75,15,1211.9,29.43,0.64,3.991,0.179,141.7,7.0,12.1,1.4,5901.2,609.4,5139,165,2.392,0.012,-0.58,0.3,0.95,0.19,10.29,0.97,0.95,0.19,10.3,0.98,0.96,0.19,10.35,0.98,2,
2010855,13.1,7,467.3,35.43,0.42,4.0310000000000015,0.08199999999999999,106.0,4.1,13.4,1.7,3185.5,329.3,5148,173,2.4730000000000003,0.01,0.01,0.3,1.6,0.17,12.16,0.58,1.62,0.18,12.25,0.59,1.62,0.18,12.24,0.59,2,
2011048,13.79,6,457.8,69.87,0.63,6.68,0.02,88.5,3.5,21.6,0.9,647.2,96.4,4776,153,2.7510000000000003,0.009000000000000001,0.42,0.3,1.45,0.1,8.41,0.2,1.39,0.09,8.21,0.2,1.45,0.1,8.4,0.2,1,
2011314,13.39,8,557.6,31.03,0.68,3.854,0.036000000000000004,154.3,6.2,12.3,1.2,5569.2,726.9,4819,146,2.401,0.012,0.11,0.3,1.16,0.11,11.27,0.4,1.12,0.11,11.05,0.39,1.17,0.11,11.3,0.4,2,
2011582,12.26,17,1292.3,39.92,1.3,3.87,0.033,67.3,2.7,17.6,1.8,1825.0,121.5,4684,80,2.504,0.015,0.03,0.3,2.34,0.26,14.18,0.57,2.19,0.25,13.71,0.55,2.36,0.27,14.25,0.58,2,
2011675,13.25,8,557.6,32.8,1.58,4.102,0.027000000000000003,125.3,5.4,14.0,1.4,5461.1,400.8,4785,145,2.423,0.022,-0.04,0.3,1.06,0.17,10.48,0.57,1.0,0.16,10.16,0.55,1.07,0.17,10.51,0.57,2,
2011827,13.27,18,1318.1,29.51,0.5,3.943,0.062,137.7,5.6,12.3,1.3,5130.3,544.7,4906,148,2.383,0.011,-0.62,0.3,0.94,0.09,10.33,0.43,0.85,0.08,9.83,0.4,0.94,0.09,10.33,0.43,2,
2011883,12.69,6,380.8,6.74,0.37,1.218,0.039,286.4,28.7,4.5,1.4,140684.3,17302.4,4466,135,1.721,0.025,-0.65,0.3,1.07,0.23,23.58,2.05,0.9,0.19,21.62,1.84,1.01,0.22,22.94,1.98,0,
2011891,11.81,18,1318.1,113.24,0.65,9.698,0.016,66.2,3.5,30.3,1.3,142.3,46.3,4714,80,2.958,0.006,0.3,0.15,1.37,0.07,6.42,0.11,1.28,0.06,6.23,0.11,1.37,0.07,6.44,0.11,1,
2012065,13.75,17,1308.7,41.85,0.5,4.772,0.014,99.4,6.1,13.0,0.8,2612.1,206.0,4872,157,2.533,0.01,-1.04,0.3,1.24,0.09,9.97,0.25,1.04,0.07,9.14,0.23,1.2,0.09,9.83,0.25,1,
2012216,13.59,17,1308.7,89.24,0.6,8.08,0.016,62.4,2.1,29.4,2.2,134.7,20.9,4858,80,2.861,0.006,-0.14,0.15,1.45,0.07,7.4,0.13,1.35,0.07,7.13,0.13,1.47,0.07,7.46,0.14,1,
2012932,12.09,10,704.3,33.21,1.68,3.963,0.036000000000000004,106.6,7.2,13.6,1.5,6132.7,395.0,4837,148,2.431,0.023,-0.24,0.3,1.28,0.21,11.43,0.66,1.17,0.2,10.93,0.63,1.29,0.22,11.47,0.66,2,
2013502,11.91,18,1318.1,61.48,0.99,5.666,0.038,50.5,2.5,23.2,1.6,566.6,74.2,4930,100,2.702,0.009000000000000001,0.05,0.15,2.01,0.15,10.45,0.28,1.93,0.14,10.25,0.28,2.06,0.15,10.58,0.29,2,
2013530,12.32,7,467.3,40.32,0.86,4.419,0.02,94.5,4.1,16.0,1.2,2431.8,190.5,4759,144,2.512,0.012,-0.28,0.3,1.45,0.13,11.07,0.34,1.29,0.11,10.45,0.32,1.44,0.13,11.04,0.34,2,
2014377,9.92,17,1235.8,39.0,1.27,4.046,0.021,63.7,3.0,16.8,2.1,1535.8,118.2,4734,137,2.496,0.016,-0.23,0.3,1.85,0.21,12.74,0.5,1.67,0.19,12.08,0.48,1.85,0.21,12.72,0.5,2,
2014684,11.77,18,1318.1,5.89,0.18,1.118,0.017,415.5,41.1,2.7,0.5,203346.7,18736.8,4314,80,1.655,0.015,-0.29,0.15,0.95,0.11,24.05,1.11,0.8,0.09,21.99,1.0,0.92,0.11,23.62,1.09,1,
2015820,9.53,18,1318.1,45.49,0.88,4.628,0.015,60.3,2.7,18.7,2.0,1229.6,54.1,4831,80,2.567,0.01,0.06,0.15,1.77,0.13,11.47,0.3,1.66,0.12,11.12,0.29,1.81,0.13,11.6,0.3,2,
2016676,11.51,16,1210.0,81.28,1.06,6.955,0.045,37.6,1.5,30.4,1.9,285.3,28.5,4978,80,2.826,0.008,0.08,0.15,2.07,0.13,9.21,0.23,2.02,0.13,9.11,0.22,2.12,0.14,9.33,0.23,2,
2016706,10.6,18,1318.1,38.33,0.53,4.354,0.033,94.1,3.7,15.3,1.1,1922.4,137.2,4801,80,2.492,0.008,0.01,0.15,1.34,0.09,10.89,0.29,1.25,0.08,10.52,0.27,1.36,0.09,10.96,0.29,2,
2016978,13.14,18,1318.1,75.77,0.53,7.207000000000002,0.019,71.5,3.6,20.6,1.0,710.1,85.0,4744,80,2.785,0.006,0.08,0.15,1.35,0.07,7.81,0.15,1.25,0.06,7.51,0.14,1.37,0.07,7.85,0.15,1,
2017541,11.15,16,1210.0,9.5,0.33,1.439,0.021,345.8,27.8,4.0,0.6,91428.4,7923.2,4242,80,1.859,0.016,0.08,0.15,1.42,0.18,23.22,1.12,1.24,0.16,21.73,1.03,1.39,0.18,22.98,1.11,1,
2018007,12.68,6,380.8,34.33,0.63,3.931,0.051,119.8,5.6,16.5,1.7,3639.8,364.4,4753,151,2.441,0.011,0.44,0.3,1.43,0.14,11.9,0.45,1.39,0.13,11.73,0.45,1.45,0.14,12.01,0.46,2,
2018283,12.85,15,1139.0,135.86,1.35,11.175,0.013,33.8,1.9,58.8,12.5,73.3,11.2,4804,80,3.0410000000000004,0.006999999999999999,0.27,0.15,1.38,0.07,5.86,0.11,1.32,0.07,5.74,0.11,1.39,0.07,5.88,0.11,1,
2018392,11.77,18,1318.2,33.92,0.55,3.795,0.013,91.8,4.4,13.6,1.2,2806.4,199.1,4908,100,2.443,0.009000000000000001,-0.12,0.15,1.66,0.12,12.82,0.32,1.56,0.11,12.43,0.31,1.7,0.12,12.96,0.32,1,
2018537,12.67,18,1318.2,182.49,1.21,13.828,0.018000000000000002,37.0,1.7,50.7,2.8,42.5,9.1,4849,80,3.1710000000000003,0.006,0.28,0.15,1.44,0.07,5.16,0.09,1.4,0.07,5.08,0.09,1.46,0.07,5.19,0.09,1,
2018585,13.18,18,1318.2,86.51,0.6,8.356,0.018000000000000002,62.4,2.3,25.8,1.3,123.9,20.9,5068,157,2.857,0.009000000000000001,-0.17,0.3,1.23,0.08,6.85,0.15,1.23,0.08,6.85,0.15,1.24,0.08,6.89,0.16,1,
2018642,13.02,6,380.8,35.26,0.52,4.011,0.071,107.4,5.9,13.2,1.2,3256.5,470.1,4735,146,2.452,0.01,0.32,0.3,1.42,0.14,11.72,0.51,1.34,0.14,11.39,0.49,1.43,0.15,11.76,0.51,2,
2018667,12.0,14,1129.6,30.0,1.05,3.865,0.047,109.7,6.2,13.3,3.0,5772.2,471.8,4784,141,2.384,0.017,-0.17,0.3,1.03,0.13,10.79,0.51,0.94,0.12,10.34,0.49,1.03,0.13,10.8,0.51,2,
2019109,13.18,7,467.3,30.8,1.71,3.762,0.073,150.3,9.2,15.6,4.3,9174.1,1314.7,4773,144,2.395,0.025,-0.11,0.3,1.24,0.24,11.69,0.83,1.13,0.22,11.17,0.79,1.24,0.24,11.71,0.83,2,
2019258,11.86,4,206.3,17.09,0.38,2.154,0.058,178.9,25.0,4.9,1.0,23967.8,3628.7,4468,134,2.125,0.012,-0.58,0.3,1.78,0.25,19.13,1.18,1.61,0.22,18.2,1.1,1.74,0.24,18.89,1.16,0,
2019396,12.46,17,1292.4,37.17,0.93,4.175,0.07400000000000001,65.9,6.5,18.8,7.5,944.5,565.1,4780,143,2.477,0.013,-0.5,0.3,1.44,0.17,11.46,0.55,1.26,0.15,10.73,0.51,1.41,0.17,11.34,0.54,2,
2019959,13.74,6,457.9,31.19,0.45,3.668,0.018000000000000002,142.4,6.4,11.0,0.7,5596.8,498.8,4775,149,2.401,0.01,-0.41,0.3,1.42,0.11,12.45,0.34,1.25,0.09,11.69,0.32,1.4,0.11,12.35,0.34,1,
2020280,13.71,7,548.2,71.75,1.41,6.589,0.026,45.6,2.0,39.5,3.1,123.1,26.3,5164,175,2.78,0.012,-0.25,0.3,1.87,0.16,9.23,0.28,1.85,0.16,9.19,0.28,1.93,0.17,9.37,0.29,2,
2020383,13.62,13,1032.9,105.9,0.99,9.394,0.024,40.1,1.8,31.3,1.9,62.5,13.0,4859,150,2.935,0.009000000000000001,-0.52,0.3,1.33,0.09,6.5,0.15,1.18,0.08,6.14,0.14,1.33,0.09,6.5,0.15,1,
2020876,12.39,8,557.6,34.12,1.2,4.004,0.047,117.2,4.9,15.7,1.8,4621.8,371.4,4750,144,2.439,0.017,-0.46,0.3,1.3,0.17,11.4,0.54,1.14,0.15,10.65,0.5,1.27,0.16,11.27,0.53,2,
2021216,13.42,18,1318.2,185.45,1.26,14.41,0.044,39.1,2.4,47.3,2.7,38.2,12.3,4885,146,3.18,0.008,-0.27,0.3,1.3,0.08,4.85,0.11,1.2,0.07,4.66,0.1,1.32,0.08,4.88,0.11,1,
2140446,11.81,16,1149.6,57.6,0.56,5.672999999999999,0.012,91.1,4.1,18.2,1.0,1105.7,71.0,4665,100,2.662,0.008,0.32,0.15,1.51,0.09,9.5,0.2,1.4,0.08,9.15,0.19,1.53,0.09,9.55,0.2,1,
2140982,10.56,17,1235.6,34.5,0.58,4.122,0.033,99.2,4.8,13.9,1.1,2681.0,198.1,4863,143,2.449,0.011,-0.73,0.3,1.24,0.1,11.0,0.34,1.09,0.09,10.31,0.32,1.22,0.1,10.91,0.34,2,
2141255,12.73,18,1317.9,147.82,0.88,12.371,0.022,42.0,1.9,44.2,2.7,44.2,9.7,4913,80,3.083,0.006,-0.17,0.15,1.22,0.06,5.26,0.09,1.16,0.05,5.12,0.09,1.23,0.06,5.28,0.09,1,
2141413,13.96,6,457.8,46.7,0.58,4.8610000000000015,0.016,90.7,5.1,16.8,1.5,1205.2,386.6,4868,146,2.58,0.01,-0.13,0.3,1.59,0.11,10.72,0.27,1.48,0.1,10.33,0.26,1.62,0.11,10.8,0.27,1,
2141436,13.45,17,1292.1,111.05,0.67,9.997,0.015,63.4,3.0,32.2,1.8,131.3,32.3,4950,147,2.96,0.008,-0.15,0.3,1.23,0.07,6.08,0.13,1.18,0.07,5.96,0.13,1.24,0.07,6.1,0.13,1,
2141928,10.72,15,1138.8,33.73,0.75,4.133,0.042,110.7,4.7,14.7,1.1,2863.8,324.7,4757,100,2.434,0.012,0.16,0.15,1.11,0.1,10.58,0.37,1.06,0.1,10.33,0.36,1.11,0.1,10.6,0.37,2,
2141932,13.16,8,549.6,24.53,0.45,3.014,0.021,151.5,7.8,9.9,1.3,9134.7,952.4,4429,80,2.28,0.01,0.28,0.15,1.36,0.1,13.97,0.4,1.2,0.09,13.13,0.37,1.35,0.1,13.93,0.4,1,
2142095,11.53,18,1317.9,29.9,1.05,3.719,0.028,89.1,5.4,11.3,2.5,4590.3,329.4,4932,100,2.39,0.016,-0.43,0.15,1.24,0.15,11.8,0.5,1.15,0.14,11.33,0.47,1.27,0.15,11.9,0.5,2,
2142280,12.56,9,642.1,27.64,0.85,3.74,0.075,118.9,6.8,13.6,3.8,6346.8,808.0,4775,142,2.3480000000000003,0.016,-0.33,0.3,0.92,0.12,10.61,0.58,0.82,0.11,10.05,0.54,0.91,0.12,10.57,0.58,2,
2142405,12.69,18,1317.9,84.71,2.71,7.218,0.057,26.7,1.5,46.1,8.5,115.3,13.5,5137,156,2.8510000000000004,0.016,-0.73,0.3,2.12,0.25,9.06,0.37,2.05,0.24,8.91,0.37,2.25,0.26,9.33,0.39,2,
2142508,13.7,7,548.1,37.87,0.41,4.2010000000000005,0.028,112.5,4.7,14.6,1.2,2329.0,292.6,4801,143,2.486,0.009000000000000001,-0.02,0.3,1.49,0.11,11.55,0.31,1.38,0.1,11.12,0.3,1.51,0.11,11.62,0.31,2,
2142628,11.7,2,41.9,65.59,5.5,6.26,0.264,77.0,13.6,26.4,8.0,1056.4,310.3,4644,162,2.718,0.037000000000000005,-0.06,0.3,1.5,0.46,8.86,1.07,1.34,0.41,8.38,1.0,1.49,0.46,8.86,1.07,2,
2142675,13.52,11,786.6,45.67,0.9,4.7330000000000005,0.018000000000000002,56.9,4.0,18.0,2.2,1255.9,123.5,5064,158,2.579,0.012,-0.57,0.3,1.76,0.15,11.27,0.34,1.66,0.14,10.95,0.33,1.82,0.15,11.48,0.34,2,
2155148,13.0,6,457.8,34.83,0.84,4.1160000000000005,0.038,99.6,4.1,15.1,1.3,2515.0,277.6,5202,167,2.467,0.013,-0.06,0.3,1.42,0.14,11.52,0.43,1.46,0.15,11.68,0.44,1.44,0.15,11.62,0.43,2,
2155220,11.41,15,1138.9,34.71,0.92,4.276,0.055,109.2,5.3,14.4,1.2,3156.6,247.5,5065,150,2.46,0.014,0.01,0.3,1.16,0.13,10.5,0.44,1.19,0.13,10.63,0.45,1.17,0.13,10.53,0.45,2,
2155506,13.77,8,638.9,7.97,0.15,1.402,0.017,369.5,29.6,3.0,0.3,121697.3,11643.1,4400,154,1.79,0.012,-0.46,0.3,0.98,0.1,20.9,0.8,0.82,0.08,19.12,0.72,0.94,0.09,20.45,0.78,0,
2155869,12.66,18,1318.1,92.7,2.0,8.116,0.019,42.8,1.7,46.8,4.2,119.4,16.3,4758,80,2.873,0.011,0.21,0.15,1.55,0.12,7.54,0.21,1.45,0.11,7.31,0.2,1.58,0.12,7.61,0.21,1,
2156074,13.74,15,1211.9,43.62,1.91,4.519,0.094,65.0,4.1,20.5,2.3,1139.5,232.1,5248,167,2.567,0.021,-0.26,0.3,1.95,0.32,12.03,0.77,1.98,0.33,12.14,0.78,2.01,0.34,12.23,0.79,2,
2156155,12.65,18,1318.1,112.12,1.46,9.295,0.012,32.1,1.3,44.1,8.3,66.4,9.4,5249,162,2.977,0.01,-0.16,0.3,1.85,0.13,7.31,0.18,1.89,0.13,7.39,0.18,1.9,0.13,7.41,0.18,1,
2156178,9.59,18,1318.1,29.54,0.65,3.869,0.077,109.7,8.5,12.9,2.3,5514.3,858.7,4853,80,2.381,0.011,-0.57,0.15,1.0,0.11,10.68,0.52,0.89,0.1,10.07,0.48,0.99,0.11,10.62,0.51,2,
2156988,12.56,16,1221.3,30.01,0.82,3.99,0.035,147.6,6.3,13.7,1.4,4930.2,484.1,4924,147,2.391,0.014,-0.14,0.3,0.95,0.1,10.28,0.39,0.94,0.1,10.24,0.39,0.94,0.1,10.26,0.39,2,
2157059,13.13,7,467.3,23.72,0.18,2.992,0.016,213.6,12.8,7.1,0.7,10671.4,1282.9,4424,80,2.265,0.006999999999999999,-0.16,0.15,1.26,0.07,13.69,0.29,1.09,0.06,12.74,0.27,1.23,0.07,13.52,0.29,1,
2157650,13.11,18,1318.1,138.38,0.81,11.328,0.024,46.4,1.7,39.1,1.8,68.9,14.3,4832,80,3.05,0.006,0.19,0.15,1.39,0.07,5.83,0.1,1.33,0.06,5.7,0.1,1.41,0.07,5.86,0.11,1,
2157725,12.34,18,1318.1,28.93,0.66,3.56,0.029,83.9,4.8,11.7,3.4,4223.5,354.7,4925,80,2.375,0.011,-0.52,0.15,1.34,0.12,12.45,0.4,1.22,0.11,11.88,0.38,1.36,0.12,12.54,0.41,2,
2157928,13.62,6,457.8,26.27,0.43,3.595,0.117,151.5,6.6,10.5,1.2,6895.0,712.9,4963,156,2.335,0.011,-0.34,0.3,0.98,0.15,11.13,0.78,0.94,0.14,10.94,0.76,0.99,0.15,11.19,0.79,2,
2157964,11.1,4,206.3,29.07,1.35,3.635,0.133,136.0,13.9,10.2,1.8,7091.7,1037.1,4832,144,2.373,0.022,-0.08,0.3,1.22,0.26,11.89,1.06,1.14,0.24,11.5,1.01,1.22,0.26,11.92,1.06,2,
2158410,11.77,18,1318.1,49.27,1.87,4.3210000000000015,0.03,32.5,2.3,19.5,2.0,738.4,52.6,4955,80,2.607,0.017,0.25,0.15,3.08,0.38,14.43,0.63,3.24,0.4,14.81,0.65,3.26,0.41,14.85,0.65,2,
2158815,12.81,7,467.3,32.53,0.49,4.148,0.052000000000000005,115.0,6.1,11.1,0.8,5147.6,370.7,4966,159,2.428,0.01,-0.38,0.3,1.05,0.09,10.35,0.37,1.0,0.09,10.11,0.36,1.06,0.1,10.43,0.38,2,
2159728,15.18,14,1111.8,78.47,1.31,7.353,0.035,63.0,6.6,28.4,4.3,228.0,50.5,4790,167,2.802,0.011,-0.28,0.3,1.41,0.12,7.81,0.23,1.26,0.1,7.39,0.22,1.41,0.12,7.8,0.23,1,
2159864,13.22,9,642.1,76.87,0.82,6.9460000000000015,0.017,53.8,1.9,31.1,3.3,135.5,25.4,4870,80,2.797,0.006999999999999999,-0.05,0.15,1.71,0.09,8.64,0.17,1.6,0.09,8.37,0.17,1.74,0.1,8.73,0.18,1,
